NIST 800-171,NIST 800-53,Family,Control Name,Function,Category,Workload,Table,Workload Integration,Event Reference,KQL
3.1.20,"AC-20, AC-20(1)",Access Control,Verify and control external connections,Network,Network Boundary Protection,Azure Firewall,AzureDiagnostics,https://learn.microsoft.com/en-us/azure/firewall/firewall-diagnostics,https://learn.microsoft.com/en-us/azure/firewall/logs-and-metrics,"// Objective: Tracks Azure Firewall application and network rule evaluations to verify
// that outbound connections to external systems are authorized and logged.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetSourceIPs = dynamic([]);    // e.g., [""10.0.1.5""]
let TargetActions = dynamic([]);      // e.g., [""Deny""]
//
// ----- Part 1: Filter for Azure Firewall Events -----
//
AzureDiagnostics
| where TimeGenerated > ago(7d)
| where Category has ""AzureFirewall""
| where OperationName has_any (""AzureFirewallApplicationRule"", ""AzureFirewallNetworkRule"")
//
// ----- Part 2: Parse Rule Action Details -----
//
| extend ParsedMsg = parse_json(msg_s)
| extend
    SourceIP = tostring(split(tostring(ParsedMsg), "" "")[3]),
    DestIP = tostring(split(tostring(ParsedMsg), "" "")[5]),
    Action = tostring(split(tostring(ParsedMsg), "" "")[0])
//
// ----- Part 3: Apply Dynamic Filters -----
//
| where (array_length(TargetSourceIPs) == 0 or SourceIP in (TargetSourceIPs))
| where (array_length(TargetActions) == 0 or Action in (TargetActions))
//
// ----- Part 4: Final Output -----
//
| distinct TimeGenerated, Resource, OperationName, SourceIP, DestIP, Action, msg_s
| sort by TimeGenerated desc
| take 50"
3.1.20,"AC-20, AC-20(1)",Access Control,Verify and control external connections,Network,Network Boundary Protection,Azure NSG,AzureNetworkAnalytics_CL,https://learn.microsoft.com/en-us/azure/network-watcher/nsg-flow-logs-overview,https://learn.microsoft.com/en-us/azure/network-watcher/traffic-analytics-schema,"// Objective: Analyzes NSG flow logs for outbound connections to public IP addresses
// to detect unauthorized egress or data exfiltration to external systems.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetNSGs = dynamic([]);    // e.g., [""myVnet-nsg""]
//
// ----- Part 1: Filter for Outbound Flows to Public IPs -----
//
AzureNetworkAnalytics_CL
| where TimeGenerated > ago(7d)
| where SubType_s == ""FlowLog""
| where FlowDirection_s == ""O""
//
// ----- Part 2: Identify Public Destinations -----
//
| extend IsPublicDest = not(ipv4_is_private(DestIP_s))
| where IsPublicDest == true
//
// ----- Part 3: Apply Dynamic Filters -----
//
| where (array_length(TargetNSGs) == 0 or NSGName_s in (TargetNSGs))
//
// ----- Part 4: Final Output -----
//
| distinct TimeGenerated, NSGName_s, SrcIP_s, DestIP_s, DestPort_d,
           FlowDirection_s, FlowStatus_s, L7Protocol_s,
           AllowedOutFlows_d, DeniedOutFlows_d
| sort by TimeGenerated desc
| take 50"
3.1.22,AC-22,Access Control,Control public information,Cloud,Data Protection & Classification,Microsoft Purview,InformationProtectionEvents_CL,https://learn.microsoft.com/en-us/purview/information-protection,https://learn.microsoft.com/en-us/purview/audit-sensitivity-label-activities,"// Objective: Tracks sensitivity label application, changes, and removals on documents
// and emails to verify that public information is properly classified before distribution.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetLabels = dynamic([]);    // e.g., [""Public"", ""Confidential""]
let TargetUsers = dynamic([]);     // e.g., [""user@contoso.com""]
//
// ----- Part 1: Filter for Label Events -----
//
InformationProtectionEvents_CL
| where TimeGenerated > ago(30d)
//
// ----- Part 2: Apply Dynamic Filters -----
//
| where (array_length(TargetLabels) == 0 or LabelName_s in (TargetLabels))
| where (array_length(TargetUsers) == 0 or UserId_s in (TargetUsers))
//
// ----- Part 3: Final Output -----
//
| distinct TimeGenerated, UserId_s, LabelName_s, Activity_s, ObjectId_s,
           MachineName_s, Application_s, DeviceName_s
| sort by TimeGenerated desc
| take 50"
3.1.22,AC-22,Access Control,Control public information,Cloud,Data Protection & Classification,Microsoft Purview,DLPActionEvents,https://learn.microsoft.com/en-us/purview/dlp-learn-about-dlp,https://learn.microsoft.com/en-us/purview/dlp-alerts-dashboard-learn,"// Objective: Tracks Data Loss Prevention policy matches and enforcement actions
// to verify that sensitive or controlled information is not posted to public systems.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetPolicies = dynamic([]);      // e.g., [""Block CUI External Sharing""]
let TargetSeverities = dynamic([]);    // e.g., [""High"", ""Medium""]
//
// ----- Part 1: Filter for DLP Actions -----
//
DLPActionEvents
| where TimeGenerated > ago(30d)
//
// ----- Part 2: Parse Sensitive Info Type -----
//
| extend SensitiveInfoType = tostring(SensitiveInfoTypeData)
//
// ----- Part 3: Apply Dynamic Filters -----
//
| where (array_length(TargetPolicies) == 0 or PolicyName in (TargetPolicies))
| where (array_length(TargetSeverities) == 0 or Severity in (TargetSeverities))
//
// ----- Part 4: Final Output -----
//
| distinct TimeGenerated, PolicyName, RuleName, ActionType, TargetFilePath,
           SharePointSiteUrl, AccountName, SensitiveInfoType, Severity
| sort by TimeGenerated desc
| take 50"
3.1.22,AC-22,Access Control,Control public information,Cloud,Data Protection & Classification,Microsoft Purview,AuditLogs,https://learn.microsoft.com/en-us/entra/identity/monitoring-health/howto-integrate-activity-logs-with-azure-monitor-logs,https://learn.microsoft.com/en-us/purview/audit-sensitivity-label-activities,"// Objective: Tracks administrative changes to sensitivity label definitions and policies
// to detect unauthorized weakening of classification controls for public information.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetOperations = dynamic([]);    // e.g., [""Set-Label"", ""New-LabelPolicy"", ""Set-LabelPolicy"", ""Remove-Label"", ""Remove-LabelPolicy""]
let TargetActors = dynamic([]);    // e.g., [""compliance-admin@contoso.com""]
//
// ----- Part 1: Filter for Label Policy Operations -----
//
AuditLogs
| where TimeGenerated > ago(30d)
| where (array_length(TargetOperations) == 0 or OperationName has_any (TargetOperations))
//
// ----- Part 2: Extract Actor and Target -----
//
| extend
    Actor = coalesce(
        tostring(InitiatedBy.user.userPrincipalName),
        tostring(InitiatedBy.app.displayName)),
    ActorIP = tostring(InitiatedBy.user.ipAddress),
    TargetName = tostring(TargetResources[0].displayName)
//
// ----- Part 3: Apply Dynamic Filters -----
//
| where (array_length(TargetActors) == 0 or Actor in (TargetActors))
//
// ----- Part 4: Final Output -----
//
| distinct TimeGenerated, OperationName, Actor, ActorIP, TargetName, Result, Category
| sort by TimeGenerated desc
| take 50"
3.1.22,AC-22,Access Control,Control public information,Cloud,Cloud Security Posture,Microsoft Defender for Cloud,SecurityRecommendation,https://learn.microsoft.com/en-us/azure/defender-for-cloud/recommendations-reference,https://learn.microsoft.com/en-us/azure/defender-for-cloud/review-security-recommendations,"// Objective: Surfaces active security recommendations related to public exposure
// (internet-facing, unrestricted access, public storage) from Microsoft Defender for Cloud.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetKeywords = dynamic([]);    // e.g., [""public"", ""internet"", ""exposed"", ""unrestricted"", ""anonymous"", ""open""]
//
// ----- Part 1: Filter for Active Public Exposure Recommendations -----
//
SecurityRecommendation
| where RecommendationState == ""Active""
| where (array_length(TargetKeywords) == 0 or Properties has_any (TargetKeywords))
//
// ----- Part 2: Extract Resource and Control Details -----
//
| extend
    ResourceName = tostring(parse_json(Properties).resourceName),
    ControlName = tostring(parse_json(Properties).controlName)
//
// ----- Part 3: Final Output -----
//
| distinct TimeGenerated, RecommendationDisplayName, RecommendationState,
           ResourceName, ControlName, RecommendationSeverity, Description
| sort by RecommendationSeverity desc
| take 50"
3.1.22,AC-22,Access Control,Control public information,Cloud,Cloud Security Posture,Microsoft Defender for Cloud,SecurityAlert,https://learn.microsoft.com/en-us/azure/defender-for-cloud/alerts-overview,https://learn.microsoft.com/en-us/azure/defender-for-cloud/alerts-reference,"// Objective: Surfaces security alerts related to publicly exposed resources
// (storage blobs, internet-facing VMs, open databases) from Defender for Cloud.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetSeverities = dynamic([]);    // e.g., [""High"", ""Medium""]
let ExposureKeywords = dynamic([]);    // e.g., [""public"", ""exposed"", ""internet-facing"", ""storage"", ""blob"", ""anonymous access""]
//
// ----- Part 1: Filter for Exposure-Related Alerts -----
//
SecurityAlert
| where TimeGenerated > ago(30d)
| where (array_length(TargetSeverities) == 0 or AlertSeverity has_any (TargetSeverities))
| where (array_length(ExposureKeywords) == 0 or Description has_any (ExposureKeywords))
//
// ----- Part 2: Final Output -----
//
| distinct TimeGenerated, AlertName, AlertSeverity, Description,
           RemediationSteps, ProviderName, ResourceId, Status, Entities
| sort by TimeGenerated desc
| take 50"
3.1.22,AC-22,Access Control,Control public information,Cloud,Data Protection & Classification,Microsoft Defender for Cloud Apps,CloudAppEvents,https://learn.microsoft.com/en-us/azure/sentinel/connect-microsoft-365-defender?tabs=MDCA,https://learn.microsoft.com/en-us/defender-xdr/advanced-hunting-cloudappevents-table,"// Objective: Detects external file sharing events (anonymous links, guest invitations,
// uploads to public sites) in cloud apps monitored by Defender for Cloud Apps.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetActions = dynamic([]);    // e.g., [""SharingSet"", ""AnonymousLinkCreated"", ""CompanyLinkCreated"", ""SharingInvitationCreated"", ""FileUploaded""]
let TargetAccounts = dynamic([]);    // e.g., [""user@contoso.com""]
//
// ----- Part 1: Filter for Sharing and Upload Events -----
//
CloudAppEvents
| where TimeGenerated > ago(30d)
| where (array_length(TargetActions) == 0 or ActionType has_any (TargetActions))
//
// ----- Part 2: Apply Dynamic Filters -----
//
| where (array_length(TargetAccounts) == 0 or AccountId in (TargetAccounts))
//
// ----- Part 3: Final Output -----
//
| distinct TimeGenerated, ActionType, AccountId, Application, ObjectName,
           ObjectType, IPAddress, CountryCode
| sort by TimeGenerated desc
| take 50"
3.1.22,AC-22,Access Control,Control public information,Cloud,Data Protection & Classification,SharePoint Online,OfficeActivity,https://learn.microsoft.com/en-us/azure/sentinel/connect-office-365,https://learn.microsoft.com/en-us/purview/audit-log-sharing,"// Objective: Tracks SharePoint and OneDrive external sharing activity including anonymous links,
// guest invitations, and company-wide links to verify public information control.
//
// ----- Part 0: Analyst-Driven Targeting (Optional) -----
//
let TargetOperations = dynamic([]);    // e.g., [""SharingSet"", ""AnonymousLinkCreated"", ""SharingInvitationCreated"", ""CompanyLinkCreated"", ""AnonymousLinkUsed"", ""SharingInvitationAccepted""]
let TargetUsers = dynamic([]);    // e.g., [""user@contoso.com""]
//
// ----- Part 1: Filter for SharePoint/OneDrive Sharing Events -----
//
OfficeActivity
| where TimeGenerated > ago(30d)
| where RecordType in (6, 14)
| where (array_length(TargetOperations) == 0 or Operation has_any (TargetOperations))
//
// ----- Part 2: Extract Target User -----
//
| extend TargetUserOrGroup = tostring(TargetUserOrGroupName)
| extend IsExternalShare = TargetUserOrGroup has ""#ext#"" or TargetUserOrGroup has ""urn:spo:guest""
//
// ----- Part 3: Apply Dynamic Filters -----
//
| where (array_length(TargetUsers) == 0 or UserId in (TargetUsers))
//
// ----- Part 4: Final Output -----
//
| distinct TimeGenerated, UserId, Operation, OfficeObjectId, Site_Url,
           TargetUserOrGroup, IsExternalShare, ClientIP, OfficeWorkload
| sort by TimeGenerated desc
| take 50"
3.10.1,,Physical Protection,Limit physical access,,,Named Location Policy,SigninLogs,,,"// NIST 3.10.1 - Sign-Ins from Untrusted/Unknown Locations
// Part 0: Analyst-Driven Targeting
let TargetUsers = dynamic([""*""]);
let TrustedCountries = dynamic([]);    // e.g., [""US"", ""CA""]
let LookbackDays = 30;
// Part 1: Base Filter
SigninLogs
| where TimeGenerated > ago(LookbackDays * 1d)
| where ResultType == ""0""
| where (UserPrincipalName has_any (TargetUsers) or TargetUsers has ""*"")
// Part 2: Enrichment
| extend Country = tostring(LocationDetails.countryOrRegion)
| extend City = tostring(LocationDetails.city)
| where (array_length(TrustedCountries) == 0 or not(Country in (TrustedCountries)))
// Final Output
| project TimeGenerated, UserPrincipalName, AppDisplayName, Country, City, IPAddress, ConditionalAccessStatus, DeviceDetail, AuthenticationRequirement
| sort by TimeGenerated desc
| take 50"
3.10.1,,Physical Protection,Limit physical access,,,Conditional Access (Location),SigninLogs,,,"// NIST 3.10.1 - CA Policy Location-Based Blocks
// Part 0: Analyst-Driven Targeting
let TargetUsers = dynamic([""*""]);
let LookbackDays = 30;
// Part 1: Base Filter
SigninLogs
| where TimeGenerated > ago(LookbackDays * 1d)
| where ConditionalAccessStatus == ""failure""
| where (UserPrincipalName has_any (TargetUsers) or TargetUsers has ""*"")
// Part 2: Enrichment
| mv-expand CAPolicy = parse_json(ConditionalAccessPolicies)
| extend PolicyName = tostring(CAPolicy.displayName)
| extend PolicyResult = tostring(CAPolicy.result)
| where PolicyResult == ""failure""
| extend Country = tostring(LocationDetails.countryOrRegion)
// Final Output
| project TimeGenerated, UserPrincipalName, AppDisplayName, PolicyName, PolicyResult, Country, IPAddress, ResultType, ResultDescription
| sort by TimeGenerated desc
| take 50"
3.10.1,,Physical Protection,Limit physical access,,,Device Compliance,IntuneDevices,,,"// NIST 3.10.1 - Device Compliance State for Physical Access Control
// Part 0: Analyst-Driven Targeting
let TargetOS = dynamic([""*""]);
let TargetCompliance = dynamic([]);    // e.g., [""Noncompliant"", ""InGracePeriod"", ""Unknown""]
// Part 1: Base Filter
IntuneDevices
| where TimeGenerated > ago(1d)
| where (array_length(TargetCompliance) == 0 or ComplianceState has_any (TargetCompliance))
| where (OS has_any (TargetOS) or TargetOS has ""*"")
// Part 2: Enrichment
| summarize arg_max(TimeGenerated, *) by DeviceId
| extend DaysSinceContact = datetime_diff('day', now(), LastContact)
// Final Output
| project TimeGenerated, DeviceName, UserName, OS, OSVersion, ComplianceState, OwnerType, LastContact, DaysSinceContact, SerialNumber
| sort by ComplianceState asc
| take 50"
3.10.3,,Physical Protection,Escort and monitor visitors,,,Guest User Activity,SigninLogs,,,"// NIST 3.10.3 - Guest (Visitor) Sign-In Activity
// Part 0: Analyst-Driven Targeting
let TargetGuests = dynamic([""*""]);
let LookbackDays = 30;
// Part 1: Base Filter
SigninLogs
| where TimeGenerated > ago(LookbackDays * 1d)
| where UserType == ""Guest""
| where (UserPrincipalName has_any (TargetGuests) or TargetGuests has ""*"")
// Part 2: Enrichment
| extend Country = tostring(LocationDetails.countryOrRegion)
| extend City = tostring(LocationDetails.city)
// Final Output
| project TimeGenerated, UserPrincipalName, UserDisplayName, AppDisplayName, ResultType, IPAddress, Country, City, ConditionalAccessStatus, HomeTenantId
| sort by TimeGenerated desc
| take 50"
3.10.3,,Physical Protection,Escort and monitor visitors,,,B2B Invitation,AuditLogs,,,"// NIST 3.10.3 - Guest Invitation and Redemption Tracking
// Part 0: Analyst-Driven Targeting
let TargetOperations = dynamic([]);    // e.g., [""Invite external user"", ""Redeem external user invite"", ""Delete external user"", ""Update invitation""]
let LookbackDays = 90;
// Part 1: Base Filter
AuditLogs
| where TimeGenerated > ago(LookbackDays * 1d)
| where (array_length(TargetOperations) == 0 or OperationName has_any (TargetOperations))
// Part 2: Enrichment
| extend InitiatedBy_User = tostring(InitiatedBy.user.userPrincipalName)
| extend TargetUser = tostring(TargetResources[0].userPrincipalName)
| extend TargetDisplayName = tostring(TargetResources[0].displayName)
// Final Output
| project TimeGenerated, OperationName, InitiatedBy_User, TargetUser, TargetDisplayName, Result
| sort by TimeGenerated desc
| take 50"
3.10.3,,Physical Protection,Escort and monitor visitors,,,Guest App Access,CloudAppEvents,,,"// NIST 3.10.3 - Guest/External User Cloud App Activity
// Part 0: Analyst-Driven Targeting
let TargetApps = dynamic([""*""]);
let LookbackDays = 30;
// Part 1: Base Filter
CloudAppEvents
| where TimeGenerated > ago(LookbackDays * 1d)
| where AccountType == ""External"" or AccountId has ""#EXT#""
| where (Application has_any (TargetApps) or TargetApps has ""*"")
// Final Output
| project TimeGenerated, ActionType, AccountId, Application, ObjectName, ObjectType, IPAddress, CountryCode, City
| sort by TimeGenerated desc
| take 50"
3.10.3,,Physical Protection,Escort and monitor visitors,,,Guest File Access,OfficeActivity,,,"// NIST 3.10.3 - Guest User File Access in SharePoint/OneDrive
// Part 0: Analyst-Driven Targeting
let TargetGuests = dynamic([""*""]);
let LookbackDays = 30;
// Part 1: Base Filter
OfficeActivity
| where TimeGenerated > ago(LookbackDays * 1d)
| where UserId has ""#ext#"" or UserId has ""urn:spo:guest""
| where (UserId has_any (TargetGuests) or TargetGuests has ""*"")
// Part 2: Enrichment
| extend FileExtension = tostring(split(OfficeObjectId, ""."")[-1])
// Final Output
| project TimeGenerated, UserId, Operation, OfficeObjectId, FileExtension, Site_Url, ClientIP, OfficeWorkload
| sort by TimeGenerated desc
| take 50"
3.10.4,,Physical Protection,Maintain audit logs of physical access,,,Sign-In Audit Trail,SigninLogs,,,"// NIST 3.10.4 - Daily Sign-In Audit Trail Summary
// Part 0: Analyst-Driven Targeting
let TargetUsers = dynamic([""*""]);
let LookbackDays = 30;
// Part 1: Base Filter
SigninLogs
| where TimeGenerated > ago(LookbackDays * 1d)
| where (UserPrincipalName has_any (TargetUsers) or TargetUsers has ""*"")
// Part 2: Enrichment
| extend Country = tostring(LocationDetails.countryOrRegion)
| extend City = tostring(LocationDetails.city)
| summarize
    TotalSignIns = count(),
    SuccessCount = countif(ResultType == ""0""),
    FailureCount = countif(ResultType != ""0""),
    UniqueUsers = dcount(UserPrincipalName),
    UniqueIPs = dcount(IPAddress),
    Countries = make_set(Country, 20)
  by bin(TimeGenerated, 1d)
// Final Output
| project TimeGenerated, TotalSignIns, SuccessCount, FailureCount, UniqueUsers, UniqueIPs, Countries
| sort by TimeGenerated desc
| take 50"
3.10.4,,Physical Protection,Maintain audit logs of physical access,,,Directory Audit Trail,AuditLogs,,,"// NIST 3.10.4 - Directory Audit Log Completeness Check
// Part 0: Analyst-Driven Targeting
let TargetCategories = dynamic([""*""]);
let LookbackDays = 30;
// Part 1: Base Filter
AuditLogs
| where TimeGenerated > ago(LookbackDays * 1d)
| where (Category has_any (TargetCategories) or TargetCategories has ""*"")
// Part 2: Enrichment
| summarize
    EventCount = count(),
    SuccessCount = countif(Result == ""success""),
    FailureCount = countif(Result == ""failure""),
    UniqueOps = dcount(OperationName)
  by bin(TimeGenerated, 1d), Category
// Final Output
| project TimeGenerated, Category, EventCount, SuccessCount, FailureCount, UniqueOps
| sort by TimeGenerated desc
| take 50"
3.10.4,,Physical Protection,Maintain audit logs of physical access,,,Logon Audit Trail,SecurityEvent,,,"// NIST 3.10.4 - Windows Logon Audit Trail (4624/4625/4634)
// Part 0: Analyst-Driven Targeting
let TargetComputers = dynamic([""*""]);
let LookbackDays = 30;
// Part 1: Base Filter
SecurityEvent
| where TimeGenerated > ago(LookbackDays * 1d)
| where EventID in (4624, 4625, 4634, 4647, 4648)
| where (Computer has_any (TargetComputers) or TargetComputers has ""*"")
// Part 2: Enrichment
| summarize
    LogonCount = countif(EventID == 4624),
    FailedCount = countif(EventID == 4625),
    LogoffCount = countif(EventID in (4634, 4647)),
    ExplicitCreds = countif(EventID == 4648),
    UniqueAccounts = dcount(TargetAccount)
  by Computer, bin(TimeGenerated, 1d)
// Final Output
| project TimeGenerated, Computer, LogonCount, FailedCount, LogoffCount, ExplicitCreds, UniqueAccounts
| sort by TimeGenerated desc
| take 50"
3.10.4,,Physical Protection,Maintain audit logs of physical access,,,Activity Log,AzureActivity,,,"// NIST 3.10.4 - Azure Resource Access Audit Trail
// Part 0: Analyst-Driven Targeting
let TargetSubscriptions = dynamic([""*""]);
let TargetCategories = dynamic([]);    // e.g., [""Administrative"", ""Security"", ""Policy""]
let LookbackDays = 30;
// Part 1: Base Filter
AzureActivity
| where TimeGenerated > ago(LookbackDays * 1d)
| where (array_length(TargetCategories) == 0 or CategoryValue has_any (TargetCategories))
| where (SubscriptionId has_any (TargetSubscriptions) or TargetSubscriptions has ""*"")
// Part 2: Enrichment
| extend CallerRoleType = tostring(Claims_d.[""http://schemas.microsoft.com/claims/authnclassreference""])
// Final Output
| project TimeGenerated, Caller, OperationNameValue, CategoryValue, ActivityStatusValue, ResourceGroup, Resource, CallerIpAddress, Level
| sort by TimeGenerated desc
| take 50"
3.10.4,,Physical Protection,Maintain audit logs of physical access,,,Threat Intelligence,ThreatIntelligenceIndicator,,,"// NIST 3.10.4 - TI Feed Coverage and Freshness Audit
// Part 0: Analyst-Driven Targeting
let TargetSources = dynamic([""*""]);
// Part 1: Base Filter
ThreatIntelligenceIndicator
| where TimeGenerated > ago(30d)
| where (SourceSystem has_any (TargetSources) or TargetSources has ""*"")
// Part 2: Enrichment
| summarize
    IndicatorCount = count(),
    ActiveCount = countif(Active == true),
    ExpiredCount = countif(ExpirationDateTime < now()),
    UniqueTypes = make_set(ThreatType, 20)
  by SourceSystem
// Final Output
| project SourceSystem, IndicatorCount, ActiveCount, ExpiredCount, UniqueTypes
| sort by IndicatorCount desc
| take 50"
3.10.5,,Physical Protection,Control and manage physical access devices,,,Device Compliance,IntuneDevices,,,"// NIST 3.10.5 - Full Device Inventory with Compliance State
// Part 0: Analyst-Driven Targeting
let TargetOS = dynamic([""*""]);
let TargetOwnership = dynamic([""*""]);
// Part 1: Base Filter
IntuneDevices
| where TimeGenerated > ago(1d)
| where (OS has_any (TargetOS) or TargetOS has ""*"")
| where (OwnerType has_any (TargetOwnership) or TargetOwnership has ""*"")
// Part 2: Enrichment
| summarize arg_max(TimeGenerated, *) by DeviceId
| extend DaysSinceContact = datetime_diff('day', now(), LastContact)
| extend IsStale = DaysSinceContact > 30
// Final Output
| project TimeGenerated, DeviceName, UserName, OS, OSVersion, ComplianceState, OwnerType, JoinType, LastContact, DaysSinceContact, IsStale, SerialNumber, Model, Manufacturer, EncryptionReadiness = StorageTotal
| sort by ComplianceState asc, DaysSinceContact desc
| take 50"
3.10.5,,Physical Protection,Control and manage physical access devices,,,Configuration Profiles,IntuneAuditLogs,,,"// NIST 3.10.5 - Intune Configuration Policy Changes
// Part 0: Analyst-Driven Targeting
let TargetOperations = dynamic([]);    // e.g., [""Patch"", ""Create"", ""Delete""]
let LookbackDays = 30;
// Part 1: Base Filter
IntuneAuditLogs
| where TimeGenerated > ago(LookbackDays * 1d)
| where (array_length(TargetOperations) == 0 or OperationName has_any (TargetOperations))
// Part 2: Enrichment
| extend ActorUPN = tostring(Properties.Actor.UPN)
| extend TargetName = tostring(Properties.TargetDisplayNames)
// Final Output
| project TimeGenerated, OperationName, ActorUPN, TargetName, ResultType, Properties
| sort by TimeGenerated desc
| take 50"
3.10.5,,Physical Protection,Control and manage physical access devices,,,Device Inventory,DeviceInfo,,,"// NIST 3.10.5 - MDE Device Inventory and Health
// Part 0: Analyst-Driven Targeting
let TargetDevices = dynamic([""*""]);
let TargetOS = dynamic([""*""]);
// Part 1: Base Filter
DeviceInfo
| where Timestamp > ago(1d)
| where (DeviceName has_any (TargetDevices) or TargetDevices has ""*"")
| where (OSPlatform has_any (TargetOS) or TargetOS has ""*"")
// Part 2: Enrichment
| summarize arg_max(Timestamp, *) by DeviceId
// Final Output
| project Timestamp, DeviceName, DeviceId, OSPlatform, OSVersion, OnboardingStatus, SensorHealthState, MachineGroup, ExposureLevel, RiskScore, IsAzureADJoined, IsInternetFacing, PublicIP, LoggedOnUsers
| sort by RiskScore desc
| take 50"
3.10.5,,Physical Protection,Control and manage physical access devices,,,Secure Config,DeviceTvmSecureConfigurationAssessment,,,"// NIST 3.10.5 - Secure Configuration Assessment per Device
// Part 0: Analyst-Driven Targeting
let TargetDevices = dynamic([""*""]);
let TargetConfigs = dynamic([""*""]);
// Part 1: Base Filter
DeviceTvmSecureConfigurationAssessment
| where Timestamp > ago(1d)
| where (DeviceName has_any (TargetDevices) or TargetDevices has ""*"")
| where IsCompliant == false
// Part 2: Enrichment
| summarize NonCompliantCount = count() by DeviceName, DeviceId, ConfigurationId, ConfigurationSubcategory
// Final Output
| project DeviceName, DeviceId, ConfigurationId, ConfigurationSubcategory, NonCompliantCount
| sort by NonCompliantCount desc
| take 50"
3.10.5,,Physical Protection,Control and manage physical access devices,,,Registered Devices,AuditLogs,,,"// NIST 3.10.5 - Device Registration and Join Events
// Part 0: Analyst-Driven Targeting
let TargetOperations = dynamic([]);    // e.g., [""Register device"", ""Add device"", ""Delete device"", ""Update device"", ""Enable device"", ""Disable device""]
let LookbackDays = 90;
// Part 1: Base Filter
AuditLogs
| where TimeGenerated > ago(LookbackDays * 1d)
| where (array_length(TargetOperations) == 0 or OperationName has_any (TargetOperations))
// Part 2: Enrichment
| extend InitiatedBy_User = tostring(InitiatedBy.user.userPrincipalName)
| extend DeviceName = tostring(TargetResources[0].displayName)
| extend DeviceId = tostring(TargetResources[0].id)
// Final Output
| project TimeGenerated, OperationName, InitiatedBy_User, DeviceName, DeviceId, Result
| sort by TimeGenerated desc
| take 50"
3.10.5,,Physical Protection,Control and manage physical access devices,,,USB / Removable Devices,SecurityEvent,,,"// NIST 3.10.5 - USB and Removable Storage Device Events
// Part 0: Analyst-Driven Targeting
let TargetComputers = dynamic([""*""]);
let USBEventIDs = dynamic([]);    // e.g., [6416, 6419, 6420, 6421, 6422, 6423, 6424]
let LookbackDays = 30;
// Part 1: Base Filter
SecurityEvent
| where TimeGenerated > ago(LookbackDays * 1d)
| where (array_length(USBEventIDs) == 0 or EventID in (USBEventIDs))
| where (Computer has_any (TargetComputers) or TargetComputers has ""*"")
// Final Output
| project TimeGenerated, Computer, EventID, Activity, SubjectAccount, TargetAccount, IpAddress
| sort by TimeGenerated desc
| take 50"
3.13.1,,System and Communications Protection,Monitor and protect communications at boundaries,,,Boundary Protection,AzureDiagnostics,,,"// NIST 3.13.1 - Azure Firewall Rule Hit Analysis
// Part 0: Analyst-Driven Targeting
let TargetResources = dynamic([""*""]);
let TargetActions = dynamic([]);    // e.g., [""Allow"", ""Deny"", ""Alert""]
let LookbackDays = 7;
// Part 1: Base Filter
AzureDiagnostics
| where TimeGenerated > ago(LookbackDays * 1d)
| where Category has ""AzureFirewall""
| where (Resource has_any (TargetResources) or TargetResources has ""*"")
// Part 2: Enrichment
| extend msg = tostring(msg_s)
| extend Action = extract(@""^(\w+)\."", 1, msg)
| extend Protocol = extract(@""(\w+)\srequest"", 1, msg)
| where (array_length(TargetActions) == 0 or Action has_any (TargetActions))
// Final Output
| project TimeGenerated, Resource, OperationName, Action, Protocol, msg
| sort by TimeGenerated desc
| take 50"
3.13.1,,System and Communications Protection,Monitor and protect communications at boundaries,,,Flow Logs,AzureNetworkAnalytics_CL,,,"// NIST 3.13.1 - NSG Flow Log Boundary Analysis
// Part 0: Analyst-Driven Targeting
let TargetNSGs = dynamic([""*""]);
let TargetDirections = dynamic([]);    // e.g., [""I"", ""O""]
let LookbackDays = 7;
// Part 1: Base Filter
AzureNetworkAnalytics_CL
| where TimeGenerated > ago(LookbackDays * 1d)
| where SubType_s == ""FlowLog""
| where (array_length(TargetDirections) == 0 or FlowDirection_s has_any (TargetDirections))
| where (NSGName_s has_any (TargetNSGs) or TargetNSGs has ""*"")
// Part 2: Enrichment
| summarize
    AllowedFlows = sum(AllowedInFlows_d + AllowedOutFlows_d),
    DeniedFlows = sum(DeniedInFlows_d + DeniedOutFlows_d),
    TotalFlows = count()
  by NSGName_s, FlowDirection_s, bin(TimeGenerated, 1h)
// Final Output
| project TimeGenerated, NSGName_s, FlowDirection_s, AllowedFlows, DeniedFlows, TotalFlows
| sort by TimeGenerated desc
| take 50"
